,eventType,Miss Scarlet,Mr. Green,Mrs White,Mrs Peacock,Colonel Mustard,Professor Plum,Miss Peach,Sgt. Gray,Monsieur Brunette,Mme. Rose,Candlestick,Knife,Lead Pipe,Revolver,Rope,Wrench,Horseshoe,Poison,Carriage House,Conservatory,Kitchen,Trophy Room,Dining Room,Drawing Room,Gazebo,Courtyard,Fountain,Library,Billiard Room,Studio
0,init,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0,0.30434782608695654
1,otherTurn,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0,0.2916666666666667,0.2916666666666667,0.2916666666666667,0,0.2916666666666667,0.2916666666666667,0.5,0,0.2916666666666667,0.2916666666666667,0,0.2916666666666667,0.2916666666666667,0,0.2916666666666667
2,otherTurn,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.3333333333333333,0,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.3333333333333333,0,0.2916666666666667,0.2916666666666667,0.2916666666666667,0,0.2916666666666667,0.2916666666666667,0.5,0,0.2916666666666667,0.2916666666666667,0,0.2916666666666667,0.2916666666666667,0,0.3333333333333333
3,selfTurn,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,2.0,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.3333333333333333,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0.5,0,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0,0.3333333333333333
4,otherTurn,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,2.0,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.5,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0.5,0,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0,0.3333333333333333
5,otherTurn,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,2.0,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.7519296364125923,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0,0.3333333333333333,0.2608695652173913,0.5,0,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0,0.3333333333333333
6,otherTurn,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,2.0,0,0.2608695652173913,0.3333333333333333,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,1.1003232125243336,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0,0.3333333333333333,0.2608695652173913,0.5,0,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0,0.3333333333333333
7,magnifier,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,2.0,0,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,1.1003232125243336,0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0,0.0,0.2727272727272727,0.5,0,0.2727272727272727,0.2727272727272727,0,0.2727272727272727,0.2727272727272727,0,0.3333333333333333
8,selfTurn,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,2.0,0,0.23809523809523808,2.0,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,1.561410426811387,0,0.23809523809523808,0.23809523809523808,0.23809523809523808,0,0.0,0.5,0.5,0,0.23809523809523808,0.23809523809523808,0,0.23809523809523808,0.23809523809523808,0,0.3333333333333333
9,otherTurn,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,2.0,0,0.23809523809523808,2.0,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,1.561410426811387,0,0.3333333333333333,0.23809523809523808,0.23809523809523808,0,0.0,0.5,0.5,0,0.23809523809523808,0.23809523809523808,0,0.23809523809523808,0.23809523809523808,0,0.3333333333333333
