,eventType,Miss Scarlet,Mr. Green,Mrs White,Mrs Peacock,Colonel Mustard,Professor Plum,Miss Peach,Sgt. Gray,Monsieur Brunette,Mme. Rose,Candlestick,Knife,Lead Pipe,Revolver,Rope,Wrench,Horseshoe,Poison,Carriage House,Conservatory,Kitchen,Trophy Room,Dining Room,Drawing Room,Gazebo,Courtyard,Fountain,Library,Billiard Room,Studio
0,init,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0,0.2608695652173913
1,otherTurn,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0.0,0,0.2608695652173913,0.2608695652173913,0,0.2608695652173913,0.2608695652173913,0,0.2608695652173913
2,otherTurn,0.3,0.3,0.3,0.3,0.3,0.0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0,0.3,0.3,0.3,0,0.3,0.3,0.0,0,0.3,0.3,0,0.3,0.3,0,0.0
3,selfTurn,0.3,0.3,0.3,0.3,0.3,0.0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0,0.3,0.3,0.3,0,0.3,0.3,0.0,0,0.3,0.3,0,0.3,0.3,0,0.0
4,otherTurn,0.3,0.3,0.3,0.3,0.3,0.0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0,0.3,0.3,0.3,0,0.3,0.3,0.0,0,0.3,0.3,0,0.3,0.3,0,0.0
5,otherTurn,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.0,0,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.0,0,0.3157894736842105,0.3157894736842105,0.3157894736842105,0,0.0,0.3157894736842105,0.0,0,0.3157894736842105,0.3157894736842105,0,0.3157894736842105,0.3157894736842105,0,0.0
6,otherTurn,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.0,0.3333333333333333,0.0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0.0
7,magnifier,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.0,0.3333333333333333,0.0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0.0
8,selfTurn,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.0,0,0.35294117647058826,0.0,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.0,0,0.35294117647058826,0.35294117647058826,0.35294117647058826,0,0.0,0.0,0.0,0,0.35294117647058826,0.35294117647058826,0,0.35294117647058826,0.35294117647058826,0,0.0
9,otherTurn,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.0,0,0.35294117647058826,0.0,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.0,0,0.35294117647058826,0.35294117647058826,0.35294117647058826,0,0.0,0.0,0.0,0,0.35294117647058826,0.35294117647058826,0,0.35294117647058826,0.35294117647058826,0,0.0
