,eventType,Miss Scarlet,Mr. Green,Mrs White,Mrs Peacock,Colonel Mustard,Professor Plum,Miss Peach,Sgt. Gray,Monsieur Brunette,Mme. Rose,Candlestick,Knife,Lead Pipe,Revolver,Rope,Wrench,Horseshoe,Poison,Carriage House,Conservatory,Kitchen,Trophy Room,Dining Room,Drawing Room,Gazebo,Courtyard,Fountain,Library,Billiard Room,Studio
0,init,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0,0
1,otherTurn,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.5,0,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0,0
2,otherTurn,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.3333333333333333,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.3333333333333333,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.5,0,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0,0
3,selfTurn,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,2.0,0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.3333333333333333,0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0,0.2727272727272727,0.2727272727272727,0.5,0,0.2727272727272727,0.2727272727272727,0,0.2727272727272727,0.2727272727272727,0,0
4,otherTurn,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,2.0,0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.5,0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0,0.2727272727272727,0.2727272727272727,0.5,0,0.2727272727272727,0.2727272727272727,0,0.2727272727272727,0.2727272727272727,0,0
5,otherTurn,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,2.0,0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.7519296364125923,0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0,0.3333333333333333,0.2727272727272727,0.5,0,0.2727272727272727,0.2727272727272727,0,0.2727272727272727,0.2727272727272727,0,0
6,otherTurn,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,2.0,0,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.2727272727272727,1.1003232125243336,0,0.2727272727272727,0.2727272727272727,0.2727272727272727,0,0.3333333333333333,0.2727272727272727,0.5,0,0.2727272727272727,0.2727272727272727,0,0.2727272727272727,0.2727272727272727,0,0
7,magnifier,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,2.0,0,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.1003232125243336,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0,0.0,0.2857142857142857,0.5,0,0.2857142857142857,0.2857142857142857,0,0.2857142857142857,0.2857142857142857,0,0
8,selfTurn,0.25,0.25,0.25,0.25,0.25,2.0,0,0.25,2.0,0.25,0.25,0.25,0.25,1.561410426811387,0,0.25,0.25,0.25,0,0.0,0.5,0.5,0,0.25,0.25,0,0.25,0.25,0,0
9,otherTurn,0.25,0.25,0.25,0.25,0.25,2.0,0,0.25,2.0,0.25,0.25,0.25,0.25,1.561410426811387,0,0.3333333333333333,0.25,0.25,0,0.0,0.5,0.5,0,0.25,0.25,0,0.25,0.25,0,0
