,eventType,Miss Scarlet,Mr. Green,Mrs White,Mrs Peacock,Colonel Mustard,Professor Plum,Miss Peach,Sgt. Gray,Monsieur Brunette,Mme. Rose,Candlestick,Knife,Lead Pipe,Revolver,Rope,Wrench,Horseshoe,Poison,Carriage House,Conservatory,Kitchen,Trophy Room,Dining Room,Drawing Room,Gazebo,Courtyard,Fountain,Library,Billiard Room,Studio
0,init,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0,0.30434782608695654,0.30434782608695654,0,0
1,otherTurn,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0,0.3181818181818182,0.3181818181818182,0.3181818181818182,0,0.3181818181818182,0.3181818181818182,0.0,0,0.3181818181818182,0.3181818181818182,0,0.3181818181818182,0.3181818181818182,0,0
2,otherTurn,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3333333333333333,0,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3181818181818182,0.3333333333333333,0,0.3181818181818182,0.3181818181818182,0.3181818181818182,0,0.3181818181818182,0.3181818181818182,0.0,0,0.3181818181818182,0.3181818181818182,0,0.3181818181818182,0.3181818181818182,0,0
3,selfTurn,0.35,0.35,0.35,0.35,0.35,0.0,0,0.35,0.35,0.35,0.35,0.35,0.35,0.0,0,0.35,0.35,0.35,0,0.35,0.35,0.0,0,0.35,0.35,0,0.35,0.35,0,0
4,otherTurn,0.35,0.35,0.35,0.35,0.35,0.0,0,0.35,0.35,0.35,0.35,0.35,0.35,0.0,0,0.35,0.35,0.35,0,0.35,0.35,0.0,0,0.35,0.35,0,0.35,0.35,0,0
5,otherTurn,0.35,0.35,0.35,0.35,0.35,0.0,0,0.35,0.35,0.35,0.35,0.35,0.35,0.0,0,0.35,0.35,0.35,0,0.35,0.35,0.0,0,0.35,0.35,0,0.35,0.35,0,0
6,otherTurn,0.35,0.35,0.35,0.35,0.35,0.0,0,0.35,0.35,0.35,0.35,0.35,0.35,0.0,0,0.35,0.35,0.35,0,0.35,0.35,0.0,0,0.35,0.35,0,0.35,0.35,0,0
7,magnifier,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.0,0,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.0,0,0.3157894736842105,0.3157894736842105,0.3157894736842105,0,2.5,0.3157894736842105,0.0,0,0.3157894736842105,0.3157894736842105,0,0.3157894736842105,0.3157894736842105,0,0
8,selfTurn,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.0,0,0.35294117647058826,0.0,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.0,0,0.35294117647058826,0.35294117647058826,0.35294117647058826,0,2.5,0.0,0.0,0,0.35294117647058826,0.35294117647058826,0,0.35294117647058826,0.35294117647058826,0,0
9,otherTurn,0.375,0.375,0.375,0.375,0.375,0.0,0,0.375,0.0,0.375,0.375,0.375,0.375,0.0,0,0.0,0.375,0.375,0,2.5,0.0,0.0,0,0.375,0.375,0,0.375,0.375,0,0
10,otherTurn,0.375,0.375,0.375,0.375,0.375,0.0,0,0.375,0.0,0.375,0.375,0.375,0.375,0.0,0,0.0,0.375,0.375,0,2.5,0.0,0.0,0,0.375,0.375,0,0.375,0.375,0,0
11,selfTurn,0.35714285714285715,0.35714285714285715,2.5,0.35714285714285715,0.35714285714285715,0.0,0,0.35714285714285715,0.0,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.0,0,0.0,0.35714285714285715,0.35714285714285715,0,2.5,0.0,0.0,0,0.35714285714285715,0.35714285714285715,0,0.35714285714285715,0.0,0,0
12,otherTurn,0.35714285714285715,0.35714285714285715,2.5,0.35714285714285715,0.35714285714285715,0.0,0,0.35714285714285715,0.0,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.0,0,0.0,0.35714285714285715,0.35714285714285715,0,2.5,0.0,0.0,0,0.35714285714285715,0.35714285714285715,0,0.35714285714285715,0.0,0,0
13,otherTurn,0.35714285714285715,0.35714285714285715,2.5,0.35714285714285715,0.35714285714285715,0.0,0,0.35714285714285715,0.0,0.5,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.0,0,0.0,0.35714285714285715,0.5,0,2.5,0.0,0.0,0,0.35714285714285715,0.35714285714285715,0,0.35714285714285715,0.0,0,0
14,otherTurn,0.35714285714285715,0.35714285714285715,2.5,0.35714285714285715,0.35714285714285715,0.0,0,0.35714285714285715,0.0,0.5,0.35714285714285715,0.5,0.35714285714285715,0.0,0,0.0,0.35714285714285715,0.5,0,2.5,0.0,0.0,0,0.35714285714285715,0.35714285714285715,0,0.35714285714285715,0.0,0,0
15,selfTurn,0.5,0.3076923076923077,2.5,0.3076923076923077,0.3076923076923077,0.0,0,0.3076923076923077,0.0,0.5,0.3076923076923077,2.5,0.3076923076923077,0.0,0,0.0,0.3076923076923077,0.5,0,2.5,0.0,0.0,0,0.3076923076923077,0.3076923076923077,0,0.3076923076923077,0.0,0,0
16,otherTurn,0.5,0.3076923076923077,2.5,0.3076923076923077,0.3076923076923077,0.0,0,0.3076923076923077,0.0,0.5,0.3076923076923077,2.5,0.3076923076923077,0.0,0,0.0,0.3076923076923077,0.5,0,2.5,0.0,0.0,0,0.3076923076923077,0.3076923076923077,0,0.3076923076923077,0.0,0,0
17,otherTurn,0.5,0.3076923076923077,2.5,0.3076923076923077,0.3076923076923077,0.0,0,0.3333333333333333,0.0,0.5,0.3076923076923077,2.5,0.3076923076923077,0.0,0,0.0,0.3076923076923077,0.5,0,2.5,0.0,0.0,0,0.3076923076923077,0.3076923076923077,0,0.3076923076923077,0.0,0,0
18,magnifier,0.5,0.3333333333333333,2.5,0.3333333333333333,0.3333333333333333,0.0,0,0.3333333333333333,0.0,0.5,0.3333333333333333,2.5,0.3333333333333333,0.0,0,0.0,0.0,0.5,0,2.5,0.0,0.0,0,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.0,0,0
19,selfTurn,2.5,0.3,2.5,0.3,0.3,0.0,0,0.3,0.0,0.5,0.3,2.5,0.0,0.0,0,0.0,0.0,0.5,0,2.5,0.0,0.0,0,0.3,0.3,0,0.3,0.0,0,0
20,otherTurn,2.5,0.3,2.5,0.3,0.3,0.0,0,0.3,0.0,0.5,0.3,2.5,0.0,0.0,0,0.0,0.0,0.5,0,2.5,0.0,0.0,0,0.3333333333333333,0.3,0,0.3,0.0,0,0
21,otherTurn,2.5,0.3,2.5,0.3,0.3,0.0,0,0.3,0.0,0.5,0.3,2.5,0.0,0.0,0,0.0,0.0,0.5,0,2.5,0.0,0.0,0,0.3333333333333333,0.3,0,0.3,0.0,0,0
22,otherTurn,2.5,0.3,2.5,0.3,0.3,0.0,0,0.3,0.0,0.5,0.3,2.5,0.0,0.0,0,0.0,0.0,0.5,0,2.5,0.0,0.0,0,0.3333333333333333,0.3,0,0.3,0.0,0,0
23,selfTurn,2.5,0.25,2.5,0.25,0.25,0.0,0,2.5,0.0,0.5,0.3333333333333333,2.5,0.0,0.0,0,0.0,0.0,0.5,0,2.5,0.0,0.0,0,0.0,0.25,0,0.25,0.0,0,0
24,otherTurn,2.5,0.0,2.5,0.3333333333333333,0.3333333333333333,0.0,0,2.5,0.0,0.5,0.0,2.5,0.0,0.0,0,0.0,0.0,0.5,0,2.5,0.0,0.0,0,0.0,0.3333333333333333,0,0.3333333333333333,0.0,0,0
25,otherTurn,2.5,0.0,2.5,0.2,0.2,0.0,0,2.5,0.0,0.5,0.0,2.5,0.0,0.0,0,0.0,0.0,2.5,0,2.5,0.0,0.0,0,0.0,0.2,0,0.2,0.0,0,0
26,magnifier,2.5,0.0,2.5,0.2,0.2,0.0,0,2.5,0.0,0.5,0.0,2.5,0.0,0.0,0,0.0,0.0,2.5,0,2.5,0.0,0.0,0,0.0,0.2,0,0.2,0.0,0,0
